company_name,website,primary_category,subcategory,hq_country,status
CloudQuery,https://cloudquery.io,Data & Analytics,ELT / Data Integration,USA,active
K8gb,https://k8gb.io,Infrastructure & Cloud,Kubernetes Networking,Switzerland,active
Keto,https://www.ory.sh/keto,Security & Compliance,Authorization,Germany,active
SpiceDB,https://authzed.com,Security & Compliance,Authorization,USA,active
Goiabada,https://goiabada.dev,Security & Compliance,Authentication,Brazil,active
Echo Framework,https://echo.labstack.com,Developer Tools,Web Framework,Japan,active
Fiber,https://gofiber.io,Developer Tools,Web Framework,USA,active
Gin,https://gin-gonic.com,Developer Tools,Web Framework,USA,active
GORM,https://gorm.io,Developer Tools,ORM / Database,China,active
Buffalo,https://gobuffalo.io,Developer Tools,Web Framework,USA,active
Benthos,https://www.benthos.dev,Data & Analytics,Stream Processing,UK,active
SQLC,https://sqlc.dev,Developer Tools,Code Generation,USA,active
Bencher,https://bencher.dev,Testing & QA,Benchmarking,USA,active
Go-Kit,https://go-kit.io,Developer Tools,Microservices Framework,USA,active
Go-Zero,https://go-zero.dev,Developer Tools,Web & RPC Framework,China,active
Lura,https://luraproject.org,Developer Infrastructure,API Gateway,Spain,active
Resgate,https://resgate.io,Developer Infrastructure,Real-time API,Sweden,active
Goproxy,https://goproxy.io,Developer Tools,Package Management,China,active
Colly,https://colly.io,Developer Tools,Web Scraping,Hungary,active
Emitter,https://emitter.io,Developer Infrastructure,Messaging / Pub-Sub,UK,active
IPFS / Kubo,https://ipfs.io,Infrastructure & Cloud,Distributed Storage,USA,active
Cosmos SDK,https://cosmos.network,Blockchain & Web3,Blockchain Development,Switzerland,active
Zed Editor,https://zed.dev,Developer Tools,Code Editor,USA,active
Helix Editor,https://helix-editor.com,Developer Tools,Code Editor,Unknown,active
Shuttle,https://shuttle.rs,Developer Infrastructure,Serverless Platform,UK,active
Databend,https://databend.rs,Data & Analytics,Cloud Data Warehouse,China,active
GreptimeDB,https://greptime.com,Data & Analytics,Time-Series Database,China,active
ParadeDB,https://paradedb.com,Data & Analytics,Search Database,USA,active
Wasmer,https://wasmer.io,Developer Infrastructure,WebAssembly Runtime,USA,active
RustDesk,https://rustdesk.com,Developer Tools,Remote Desktop,China,active
Spacedrive,https://spacedrive.com,Developer Tools,File Management,USA,active
Typst,https://typst.app,Developer Tools,Documentation,Germany,active
TabbyML,https://tabby.tabbyml.com,AI & ML,AI Coding Assistant,USA,active
Screenpipe,https://screenpipe.com,AI & ML,AI Productivity,USA,active
Alacritty,https://alacritty.org,Developer Tools,Terminal Emulator,USA,active
Nushell,https://www.nushell.sh,Developer Tools,Shell,USA,active
Yazi,https://github.com/sxyazi/yazi,Developer Tools,File Manager,China,active
Foundry,https://foundry.paradigm.xyz,Blockchain & Web3,Ethereum Development,USA,active
Reth,https://reth.rs,Blockchain & Web3,Ethereum Client,USA,active
Sui,https://sui.io,Blockchain & Web3,Smart Contract Platform,USA,active
Lighthouse Ethereum,https://lighthouse.sigmaprime.io,Blockchain & Web3,Ethereum Client,Australia,active
Bevy,https://bevyengine.org,Developer Tools,Game Engine,USA,active
Servo,https://servo.org,Developer Tools,Browser Engine,USA,active
ILLA Cloud,https://illacloud.com,Low-Code / No-Code,Internal Tools,USA,active
TrailBase,https://trailbase.io,Developer Infrastructure,Backend as a Service,USA,active
Axum,https://github.com/tokio-rs/axum,Developer Tools,Web Framework,USA,active
Tokio,https://tokio.rs,Developer Tools,Async Runtime,USA,active
Datafusion,https://datafusion.apache.org,Data & Analytics,Query Engine,USA,active
Polars,https://www.pola.rs,Data & Analytics,DataFrame Library,Netherlands,active
GraalVM,https://www.graalvm.org,Developer Tools,JVM Runtime,USA,active
Quarkus,https://quarkus.io,Developer Tools,Java Framework,USA,active
Micronaut,https://micronaut.io,Developer Tools,Java Framework,USA,active
Helidon,https://helidon.io,Developer Tools,Java Framework,USA,active
Akka,https://akka.io,Developer Tools,Concurrent Systems,Sweden,active
Vert.x,https://vertx.io,Developer Tools,Polyglot Framework,UK,active
Dropwizard,https://www.dropwizard.io,Developer Tools,Java Framework,USA,active
JHipster,https://www.jhipster.tech,Developer Tools,Code Generator,France,active
Adoptium,https://adoptium.net,Developer Tools,JDK Distribution,USA,active
Debezium,https://debezium.io,Data & Analytics,Change Data Capture,USA,active
Flyway,https://flywaydb.org,Developer Tools,Database Migration,UK,active
Deeplearning4j,https://deeplearning4j.org,AI & ML,Deep Learning Framework,USA,active
DJL,https://djl.ai,AI & ML,Deep Learning Framework,USA,active
LangChain4j,https://docs.langchain4j.dev,AI & ML,LLM Framework,Unknown,active
fastThread,https://fastthread.io,Developer Tools,Java Profiling,USA,active
GCEasy,https://gceasy.io,Developer Tools,JVM Analysis,USA,active
Glowroot,https://glowroot.org,Monitoring & Observability,APM,USA,active
Pganalyze,https://pganalyze.com,Data & Analytics,PostgreSQL Monitoring,USA,active
pgMustard,https://www.pgmustard.com,Data & Analytics,Query Analysis,UK,active
pgMagic,https://pgmagic.app,Data & Analytics,AI Database Query,USA,active
Metis Data,https://www.metisdata.io,Data & Analytics,Database Performance,Israel,active
EverSQL,https://www.eversql.com,Data & Analytics,Query Optimization,Israel,active
PostgresML,https://postgresml.org,AI & ML,ML in Database,USA,active
Azimutt,https://azimutt.app,Developer Tools,Database Visualization,France,active
pgAdmin,https://www.pgadmin.org,Developer Tools,Database Management,USA,active
PostGIS,https://postgis.net,Data & Analytics,Spatial Database Extension,USA,active
pgTAP,https://pgtap.org,Testing & QA,Database Testing,USA,active
Barman,https://www.pgbarman.org,Data & Analytics,PostgreSQL Backup,Italy,active
pgBackRest,https://pgbackrest.org,Data & Analytics,PostgreSQL Backup,USA,active
Postico,https://eggerapps.at/postico,Developer Tools,PostgreSQL Client,Austria,active
Valentina Studio,https://www.valentina-db.com,Developer Tools,Database Client,USA,active
DBConvert Streams,https://streams.dbconvert.com,Data & Analytics,Data Migration,Estonia,active
DBOS,https://www.dbos.dev,Developer Infrastructure,Durable Workflows,USA,active
Chartbrew,https://chartbrew.com,Data & Analytics,Dashboard & Analytics,UK,active
Evidence,https://evidence.dev,Data & Analytics,BI Tool,USA,active
Testkube,https://testkube.io,Testing & QA,Kubernetes Testing,USA,active
Keploy,https://keploy.io,Testing & QA,AI API Testing,India,active
Step CI,https://stepci.com,Testing & QA,API Testing,USA,active
Escape GraphQL,https://escape.tech,Security & Compliance,API Security,France,active
PostGraphile,https://www.graphile.org/postgraphile,Developer Infrastructure,GraphQL API,UK,active
WunderGraph Cosmo,https://wundergraph.com,Developer Infrastructure,GraphQL Federation,Germany,active
AWS AppSync,https://aws.amazon.com/appsync,Developer Infrastructure,Managed GraphQL,USA,active
Stargate,https://stargate.io,Data & Analytics,Data Gateway,USA,active
Graphweaver,https://graphweaver.com,Developer Infrastructure,GraphQL API,Australia,active
StackStorm,https://stackstorm.com,DevOps & CI/CD,Automation Platform,USA,active
Automatisch,https://automatisch.io,DevOps & CI/CD,Workflow Automation,Germany,active
Typebot,https://typebot.io,Developer Tools,Conversational Apps,France,active
Zulip,https://zulip.com,Communication,Team Chat,USA,active
Gotenberg,https://gotenberg.dev,Developer Tools,Document Conversion API,France,active
Stirling-PDF,https://stirlingpdf.com,Developer Tools,PDF Tools,UK,active
ArchiveBox,https://archivebox.io,Developer Tools,Web Archiving,USA,active
SimpleLogin,https://simplelogin.io,Security & Compliance,Email Privacy,France,active
Healthchecks,https://healthchecks.io,Monitoring & Observability,Cron Monitoring,Latvia,active
Matomo,https://matomo.org,Analytics & Marketing,Web Analytics,Germany,active
Goat Counter,https://www.goatcounter.com,Analytics & Marketing,Web Analytics,Netherlands,active
Cronicle,https://cronicle.net,DevOps & CI/CD,Task Scheduler,USA,active
Dozzle,https://dozzle.dev,Monitoring & Observability,Container Log Viewer,Canada,active
Flagger,https://flagger.app,DevOps & CI/CD,Progressive Delivery,USA,active
PipeCD,https://pipecd.dev,DevOps & CI/CD,Continuous Delivery,Japan,active
Werf,https://werf.io,DevOps & CI/CD,GitOps Tool,Russia,active
Jenkins X,https://jenkins-x.io,DevOps & CI/CD,Kubernetes CI/CD,UK,active
Karmada,https://karmada.io,Infrastructure & Cloud,Multi-cluster Kubernetes,China,active
