company_name,website,primary_category,subcategory,hq_country,status
Mailjet,mailjet.com,Developer Infrastructure,Email Delivery,France,active
SocketLabs,socketlabs.com,Developer Infrastructure,Email Delivery,USA,active
Elastic Email,elasticemail.com,Developer Infrastructure,Email Delivery,Canada,active
SMTP2GO,smtp2go.com,Developer Infrastructure,Email Delivery,Australia,active
MailPace,mailpace.com,Developer Infrastructure,Email Delivery,UK,active
Plunk,useplunk.com,Developer Infrastructure,Email Delivery,USA,active
Inboxroad,inboxroad.com,Developer Infrastructure,Email Delivery,Netherlands,active
EmailOctopus,emailoctopus.com,Developer Infrastructure,Email Delivery,UK,active
Sidemail,sidemail.io,Developer Infrastructure,Email Delivery,Slovakia,active
Mandrill,mailchimp.com/features/transactional-email,Developer Infrastructure,Email Delivery,USA,active
Moosend,moosend.com,Developer Infrastructure,Email Delivery,Greece,active
Bird Email,bird.com,Developer Infrastructure,Email Delivery,Netherlands,active
SMTP.com,smtp.com,Developer Infrastructure,Email Delivery,USA,active
Sender,sender.net,Developer Infrastructure,Email Delivery,Lithuania,active
ImprovMX,improvmx.com,Developer Infrastructure,Email Delivery,France,active
Emailit,emailit.app,Developer Infrastructure,Email Delivery,Germany,active
Forward Email,forwardemail.net,Developer Infrastructure,Email Delivery,USA,active
Instantly,instantly.ai,Developer Infrastructure,Email Delivery,USA,active
Netcore Cloud,netcorecloud.com,Developer Infrastructure,Email Delivery,India,active
Halon,halon.io,Developer Infrastructure,Email Delivery,Sweden,active
AgentMail,agentmail.to,Developer Infrastructure,Email Delivery,USA,active
Tipimail,tipimail.com,Developer Infrastructure,Email Delivery,France,active
Pepipost,pepipost.com,Developer Infrastructure,Email Delivery,India,active
Mailopost,mailopost.ru,Developer Infrastructure,Email Delivery,Russia,active
Mailazy,mailazy.com,Developer Infrastructure,Email Delivery,India,active
Curveball,getcurveball.com,Developer Infrastructure,Email Delivery,USA,active
Postex,postex.io,Developer Infrastructure,Email Delivery,USA,active
Zeptomail,zoho.com/zeptomail,Developer Infrastructure,Email Delivery,India,active
AppSignal,appsignal.com,Observability & Monitoring,Error Tracking,Netherlands,active
Exceptionless,exceptionless.com,Observability & Monitoring,Error Tracking,USA,active
Firebase Crashlytics,firebase.google.com/products/crashlytics,Observability & Monitoring,Crash Reporting,USA,active
Muscula,muscula.com,Observability & Monitoring,Error Tracking,Denmark,active
Errsole,errsole.com,Observability & Monitoring,Error Tracking,India,active
Flare,flareapp.io,Observability & Monitoring,Error Tracking,Belgium,active
Noibu,noibu.com,Observability & Monitoring,Error Tracking,Canada,active
Squash,squash.io,Observability & Monitoring,Error Tracking,Israel,active
Functional,functional.software,Observability & Monitoring,Error Tracking,USA,active
JMAP,jmap.io,Observability & Monitoring,Error Tracking,USA,active
Catchpoint,catchpoint.com,Observability & Monitoring,Error Tracking,USA,active
Logtail,betterstack.com/logs,Observability & Monitoring,Log Management,Czech Republic,active
Papertrail,papertrailapp.com,Observability & Monitoring,Log Management,USA,active
Loggly,loggly.com,Observability & Monitoring,Log Management,USA,active
LogDNA,logdna.com,Observability & Monitoring,Log Management,USA,active
Timber,timber.io,Observability & Monitoring,Log Management,USA,active
Parseable,parseable.io,Observability & Monitoring,Log Management,India,active
Logit.io,logit.io,Observability & Monitoring,Log Management,UK,active
OpenSearch,opensearch.org,Observability & Monitoring,Log Management,USA,active
FluentBit,fluentbit.io,Observability & Monitoring,Log Management,USA,active
Seq,datalust.co,Observability & Monitoring,Log Management,Australia,active
Scalyr,scalyr.com,Observability & Monitoring,Log Management,USA,active
ManageEngine EventLog,manageengine.com/products/eventlog,Observability & Monitoring,Log Management,India,active
CloudWatch Logs,aws.amazon.com/cloudwatch,Observability & Monitoring,Log Management,USA,active
Logstash,elastic.co/logstash,Observability & Monitoring,Log Management,USA,active
Filebeat,elastic.co/beats/filebeat,Observability & Monitoring,Log Management,USA,active
Postico,eggerapps.at/postico,Developer Tools,Database GUI,Austria,active
pgAdmin,pgadmin.org,Developer Tools,Database GUI,USA,active
DBngin,dbngin.com,Developer Tools,Database GUI,USA,active
Sequel Ace,sequel-ace.com,Developer Tools,Database GUI,USA,active
Navicat,navicat.com,Developer Tools,Database GUI,Hong Kong,active
DBSchema,dbschema.com,Developer Tools,Database GUI,Romania,active
QueryGlow,queryglow.com,Developer Tools,Database GUI,USA,active
SQL Workbench,sql-workbench.eu,Developer Tools,Database GUI,Germany,active
PopSQL,popsql.com,Developer Tools,Database GUI,USA,active
Moon Modeler,datensen.com,Developer Tools,Database GUI,Czech Republic,active
Forest Admin,forestadmin.com,Developer Tools,Database GUI,France,active
Sequel Pro,sequelpro.com,Developer Tools,Database GUI,USA,active
RazorSQL,razorsql.com,Developer Tools,Database GUI,USA,active
Valentina Studio,valentina-db.com,Developer Tools,Database GUI,Germany,active
Aqua Data Studio,aquafold.com,Developer Tools,Database GUI,USA,active
DB Pilot,dbpilot.io,Developer Tools,Database GUI,Germany,active
Sqlectron,github.com/sqlectron/sqlectron-gui,Developer Tools,Database GUI,USA,active
DrawSQL,drawsql.app,Developer Tools,Database GUI,USA,active
DbDiagram,dbdiagram.io,Developer Tools,Database GUI,Vietnam,active
PgHero,github.com/ankane/pghero,Developer Tools,Database GUI,USA,active
Pgweb,github.com/sosedoff/pgweb,Developer Tools,Database GUI,USA,active
SchemaSpy,schemaspy.org,Developer Tools,Database GUI,USA,active
Contentstack,contentstack.com,Content & CMS,Headless CMS,USA,active
Agility CMS,agilitycms.com,Content & CMS,Headless CMS,Canada,active
Umbraco,umbraco.com,Content & CMS,Headless CMS,Denmark,active
CloudCannon,cloudcannon.com,Content & CMS,Headless CMS,New Zealand,active
Forestry,forestry.io,Content & CMS,Headless CMS,Canada,active
Butter CMS,buttercms.com,Content & CMS,Headless CMS,USA,active
Prepr CMS,prepr.io,Content & CMS,Headless CMS,Netherlands,active
Cockpit CMS,getcockpit.com,Content & CMS,Headless CMS,Germany,active
Webiny,webiny.com,Content & CMS,Headless CMS,UK,active
Squidex,squidex.io,Content & CMS,Headless CMS,Germany,active
Publii,getpublii.com,Content & CMS,Headless CMS,Poland,active
Magnolia CMS,magnolia-cms.com,Content & CMS,Headless CMS,Switzerland,active
Brightspot,brightspot.com,Content & CMS,Headless CMS,USA,active
Sitecore Content Hub,sitecore.com,Content & CMS,Headless CMS,Denmark,active
Contentrain,contentrain.io,Content & CMS,Headless CMS,Turkey,active
Spinal,spinalcms.com,Content & CMS,Headless CMS,France,active
Craft CMS,craftcms.com,Content & CMS,Headless CMS,USA,active
Pabbly Connect,pabbly.com,Developer Infrastructure,Workflow Automation,India,active
Albato,albato.com,Developer Infrastructure,Workflow Automation,Russia,active
Integrately,integrately.com,Developer Infrastructure,Workflow Automation,India,active
Relay.app,relay.app,Developer Infrastructure,Workflow Automation,USA,active
Defer,defer.run,Developer Infrastructure,Workflow Automation,France,active
Flowlu,flowlu.com,Developer Infrastructure,Workflow Automation,UK,active
Gumloop,gumloop.com,Developer Infrastructure,Workflow Automation,USA,active
Microsoft Power Automate,powerautomate.microsoft.com,Developer Infrastructure,Workflow Automation,USA,active
Celigo,celigo.com,Developer Infrastructure,Workflow Automation,USA,active
Jitterbit,jitterbit.com,Developer Infrastructure,Workflow Automation,USA,active
Tines,tines.com,Developer Infrastructure,Workflow Automation,Ireland,active
Torq,torq.io,Developer Infrastructure,Workflow Automation,Israel,active
Latenode,latenode.com,Developer Infrastructure,Workflow Automation,USA,active
Appmixer,appmixer.com,Developer Infrastructure,Workflow Automation,Czech Republic,active
Quickwork,quickwork.co,Developer Infrastructure,Workflow Automation,India,active
Syncari,syncari.com,Developer Infrastructure,Workflow Automation,USA,active
Parabola,parabola.io,Developer Infrastructure,Workflow Automation,USA,active
Bitwarden Secrets,bitwarden.com/products/secrets-manager,Security,Secrets Management,USA,active
SOPS,github.com/getsops/sops,Security,Secrets Management,USA,active
Berglas,github.com/GoogleCloudPlatform/berglas,Security,Secrets Management,USA,active
Chamber,github.com/segmentio/chamber,Security,Secrets Management,USA,active
Confidant,lyft.github.io/confidant,Security,Secrets Management,USA,active
Teller,tlr.dev,Security,Secrets Management,USA,active
Delinea Secret Server,delinea.com,Security,Secrets Management,USA,active
Keywhiz,square.github.io/keywhiz,Security,Secrets Management,USA,active
Knox,pinterest.github.io/knox,Security,Secrets Management,USA,active
Vault,vaultproject.io,Security,Secrets Management,USA,active
1Password Secrets,1password.com/secrets,Security,Secrets Management,Canada,active
FeatureHub,featurehub.io,Developer Tools,Feature Flags,New Zealand,active
FeatureProbe,featureprobe.io,Developer Tools,Feature Flags,China,active
Abby,tryabby.com,Developer Tools,Feature Flags,Germany,active
HappyKit,happykit.dev,Developer Tools,Feature Flags,Austria,active
Flagger,flagger.app,Developer Tools,Feature Flags,USA,active
Ambassador,getambassador.io,API Tools,API Gateway,USA,active
Gloo Gateway,solo.io,API Tools,API Gateway,USA,active
Fusio,fusio-project.org,API Tools,API Gateway,Germany,active
Express Gateway,express-gateway.io,API Tools,API Gateway,USA,active
HAProxy,haproxy.org,API Tools,API Gateway,France,active
Caddy Server,caddyserver.com,API Tools,API Gateway,USA,active
Higress,higress.io,API Tools,API Gateway,China,active
Easegress,megaease.com,API Tools,API Gateway,USA,active
Apiman,apiman.io,API Tools,API Gateway,USA,active
Layer7 API Gateway,broadcom.com,API Tools,API Gateway,USA,active
Axway Amplify,axway.com,API Tools,API Gateway,France,active
MuleSoft Anypoint,mulesoft.com/platform/anypoint,API Tools,API Gateway,USA,active
Nginx Plus,nginx.com,API Tools,API Gateway,USA,active
WSO2 API Manager,wso2.com/api-manager,API Tools,API Gateway,USA,active
Ocelot,github.com/ThreeMammals/Ocelot,API Tools,API Gateway,UK,active
Zuul,github.com/Netflix/zuul,API Tools,API Gateway,USA,active
YARP,microsoft.github.io/reverse-proxy,API Tools,API Gateway,USA,active
OpenPanel,openpanel.dev,Analytics,Product Analytics,Norway,active
Simple Analytics,simpleanalytics.com,Analytics,Web Analytics,Netherlands,active
GoatCounter,goatcounter.com,Analytics,Web Analytics,Netherlands,active
Microanalytics,microanalytics.io,Analytics,Web Analytics,Netherlands,active
Counterscale,counterscale.dev,Analytics,Web Analytics,USA,active
Rybbit,rybbit.io,Analytics,Web Analytics,USA,active
Cabin Analytics,withcabin.com,Analytics,Web Analytics,USA,active
Splitbee,splitbee.io,Analytics,Web Analytics,Germany,active
Beam Analytics,beamanalytics.io,Analytics,Web Analytics,Netherlands,active
Shynet,github.com/milesmcc/shynet,Analytics,Web Analytics,USA,active
GoAccess,goaccess.io,Analytics,Web Analytics,USA,active
Matomo,matomo.org,Analytics,Web Analytics,New Zealand,active
Open Web Analytics,openwebanalytics.com,Analytics,Web Analytics,USA,active
Ackee,ackee.electerious.com,Analytics,Web Analytics,Germany,active
Nullitics,nullitics.com,Analytics,Web Analytics,USA,active
Piwik PRO,piwik.pro,Analytics,Web Analytics,Poland,active
Scarf,scarf.sh,Analytics,Developer Analytics,USA,active
Aptabase,aptabase.com,Analytics,Mobile Analytics,Portugal,active
DevDynamics,devdynamics.ai,Analytics,Engineering Analytics,USA,active
GitClear,gitclear.com,Analytics,Engineering Analytics,USA,active
Hatica,hatica.io,Analytics,Engineering Analytics,India,active
Typo,typoapp.io,Analytics,Engineering Analytics,India,active
Athenian,athenian.co,Analytics,Engineering Analytics,Spain,active
Code Climate Velocity,codeclimate.com/velocity,Analytics,Engineering Analytics,USA,active
Waydev,waydev.co,Analytics,Engineering Analytics,USA,active
Surge,surge.sh,Cloud & Infrastructure,Static Hosting,USA,active
Tiiny Host,tiiny.host,Cloud & Infrastructure,Static Hosting,UK,active
Fleek,fleek.co,Cloud & Infrastructure,Static Hosting,USA,active
Stormkit,stormkit.io,Cloud & Infrastructure,Static Hosting,Netherlands,active
Azion,azion.com,Cloud & Infrastructure,Edge Hosting,Brazil,active
HTMLpub,htmlpub.com,Cloud & Infrastructure,Static Hosting,USA,active
Statically,statically.io,Cloud & Infrastructure,Static Hosting,Indonesia,active
Hostman,hostman.com,Cloud & Infrastructure,Static Hosting,UK,active
4EVERLAND,4everland.org,Cloud & Infrastructure,Static Hosting,China,active
Spheron,spheron.network,Cloud & Infrastructure,Decentralized Hosting,India,active
Appwrite Sites,appwrite.io,Cloud & Infrastructure,Static Hosting,USA,active
Flipsite,flipsite.io,Cloud & Infrastructure,Static Hosting,Finland,active
Divio,divio.com,Cloud & Infrastructure,PaaS,Switzerland,active
Scalingo,scalingo.com,Cloud & Infrastructure,PaaS,France,active
Alwaysdata,alwaysdata.com,Cloud & Infrastructure,PaaS,France,active
Section,section.io,Cloud & Infrastructure,Edge Hosting,Australia,active
Kinsta App Hosting,kinsta.com,Cloud & Infrastructure,PaaS,USA,active
Distr,distr.sh,Developer Infrastructure,Container Registry,Germany,active
Zot Registry,zotregistry.dev,Developer Infrastructure,Container Registry,USA,active
AWS ECR,aws.amazon.com/ecr,Developer Infrastructure,Container Registry,USA,active
Google Artifact Registry,cloud.google.com/artifact-registry,Developer Infrastructure,Container Registry,USA,active
Azure Container Registry,azure.microsoft.com/products/container-registry,Developer Infrastructure,Container Registry,USA,active
GitHub Container Registry,ghcr.io,Developer Infrastructure,Container Registry,USA,active
ORAS,oras.land,Developer Infrastructure,Container Registry,USA,active
Treescale,treescale.com,Developer Infrastructure,Container Registry,USA,active
DigitalOcean Container Registry,digitalocean.com/products/container-registry,Developer Infrastructure,Container Registry,USA,active
Oracle Container Registry,container-registry.oracle.com,Developer Infrastructure,Container Registry,USA,active
Scaleway Container Registry,scaleway.com/en/container-registry,Developer Infrastructure,Container Registry,France,active
Alibaba Container Registry,alibabacloud.com/product/container-registry,Developer Infrastructure,Container Registry,China,active
Nexus Repository,sonatype.com/products/nexus-repository,Developer Infrastructure,Artifact Registry,USA,active
Gitea Packages,gitea.com,Developer Infrastructure,Container Registry,USA,active
IBM Container Registry,ibm.com/cloud/container-registry,Developer Infrastructure,Container Registry,USA,active
Rekor,rekor.sigstore.dev,Developer Infrastructure,Container Registry,USA,active
Distribution Registry,distribution.github.io,Developer Infrastructure,Container Registry,USA,active
DeepSource,deepsource.com,Developer Tools,Code Quality,USA,active
Qodana,qodana.cloud,Developer Tools,Code Quality,Czech Republic,active
Codecov,codecov.io,Developer Tools,Code Quality,USA,active
Coveralls,coveralls.io,Developer Tools,Code Quality,USA,active
Code Climate,codeclimate.com,Developer Tools,Code Quality,USA,active
Reviewdog,github.com/reviewdog/reviewdog,Developer Tools,Code Quality,Japan,active
CodeScene,codescene.io,Developer Tools,Code Quality,Sweden,active
Embold,embold.io,Developer Tools,Code Quality,India,active
SonarCloud,sonarcloud.io,Developer Tools,Code Quality,France,active
Diffblue Cover,diffblue.com,Developer Tools,Code Quality,UK,active
Sourcery,sourcery.ai,Developer Tools,Code Quality,UK,active
Oxlint,oxc.rs,Developer Tools,Code Quality,USA,active
Pylint,pylint.org,Developer Tools,Code Quality,France,active
RuboCop,rubocop.org,Developer Tools,Code Quality,USA,active
PHPStan,phpstan.org,Developer Tools,Code Quality,Czech Republic,active
Psalm,psalm.dev,Developer Tools,Code Quality,USA,active
SpotBugs,spotbugs.github.io,Developer Tools,Code Quality,USA,active
PMD,pmd.github.io,Developer Tools,Code Quality,USA,active
Checkstyle,checkstyle.github.io,Developer Tools,Code Quality,USA,active
Detekt,detekt.dev,Developer Tools,Code Quality,Germany,active
Nextra,nextra.site,Developer Tools,Documentation,USA,active
